mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_Sensitivity,split1_test_Sensitivity,split2_test_Sensitivity,split3_test_Sensitivity,split4_test_Sensitivity,mean_test_Sensitivity,std_test_Sensitivity,rank_test_Sensitivity,split0_train_Sensitivity,split1_train_Sensitivity,split2_train_Sensitivity,split3_train_Sensitivity,split4_train_Sensitivity,mean_train_Sensitivity,std_train_Sensitivity,split0_test_Specificity,split1_test_Specificity,split2_test_Specificity,split3_test_Specificity,split4_test_Specificity,mean_test_Specificity,std_test_Specificity,rank_test_Specificity,split0_train_Specificity,split1_train_Specificity,split2_train_Specificity,split3_train_Specificity,split4_train_Specificity,mean_train_Specificity,std_train_Specificity,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_train_Accuracy,split1_train_Accuracy,split2_train_Accuracy,split3_train_Accuracy,split4_train_Accuracy,mean_train_Accuracy,std_train_Accuracy,split0_test_MCC,split1_test_MCC,split2_test_MCC,split3_test_MCC,split4_test_MCC,mean_test_MCC,std_test_MCC,rank_test_MCC,split0_train_MCC,split1_train_MCC,split2_train_MCC,split3_train_MCC,split4_train_MCC,mean_train_MCC,std_train_MCC
0.05627660751342774,0.004747138150760932,0.015392160415649414,0.0010656759986057878,0.1,0.1,linear,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'linear'}",0.7719298245614035,0.7142857142857143,0.7678571428571429,0.8214285714285714,0.7678571428571429,0.768671679197995,0.033920687809591114,24,0.7767857142857143,0.8,0.8088888888888889,0.7911111111111111,0.8,0.7953571428571428,0.010854926442289848,0.875,0.75,0.8571428571428571,0.7857142857142857,0.8214285714285714,0.8178571428571428,0.04573660169594891,21,0.8348214285714286,0.84375,0.8482142857142857,0.84375,0.8526785714285714,0.8446428571428571,0.0059225442684917645,0.8230088495575221,0.7321428571428571,0.8125,0.8035714285714286,0.7946428571428571,0.7931731984829329,0.03193329604522807,16,0.8058035714285714,0.821826280623608,0.8285077951002228,0.8173719376391982,0.8262806236080178,0.8199580416799236,0.00804488166155289,0.6499915067122085,0.4645820984297111,0.6275062254689192,0.6075304364080838,0.5901331336623241,0.5879486801362493,0.06484079305519615,16,0.6126397425538259,0.6443255477233664,0.65757303749811,0.6356941134640611,0.6535349521017687,0.6407534786682264,0.01596873591915288
0.07593708038330078,0.0024446151755945847,0.034118938446044925,0.001301765314388618,0.1,0.1,rbf,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}",0.6666666666666666,0.6964285714285714,0.7678571428571429,0.7142857142857143,0.6785714285714286,0.7047619047619047,0.035435419205088636,27,0.6875,0.7244444444444444,0.7022222222222222,0.68,0.7244444444444444,0.7037222222222222,0.018368316790832923,0.6607142857142857,0.625,0.6964285714285714,0.6428571428571429,0.5714285714285714,0.6392857142857142,0.04134227465282223,26,0.6696428571428571,0.6026785714285714,0.6473214285714286,0.6696428571428571,0.6383928571428571,0.6455357142857142,0.024711343755532224,0.6637168141592921,0.6607142857142857,0.7321428571428571,0.6785714285714286,0.625,0.6720290771175726,0.034829071839462364,20,0.6785714285714286,0.6636971046770601,0.6748329621380846,0.6748329621380846,0.6815144766146993,0.6746897868278714,0.006041913480337725,0.3273809523809524,0.3222516933177448,0.4654746681256314,0.35805743701971643,0.25144742283748484,0.34492243473630596,0.06966292160010916,23,0.3571998131845466,0.32960438909935774,0.350085870254516,0.3496636710760924,0.36421292434623365,0.3501533335921493,0.011574354472434215
0.08827967643737793,0.0029907222776388398,0.023454713821411132,0.0006494172929908867,0.1,0.1,sigmoid,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.10526315789473684,0.25,0.19642857142857142,0.05357142857142857,0.14285714285714285,0.14962406015037594,0.06856497710714253,35,0.16517857142857142,0.12444444444444444,0.15555555555555556,0.18222222222222223,0.1511111111111111,0.15570238095238095,0.018927546476526304,0.9821428571428571,0.9107142857142857,0.9464285714285714,0.9285714285714286,0.9464285714285714,0.9428571428571428,0.023690177073967124,5,0.9375,0.9553571428571429,0.9375,0.9375,0.9464285714285714,0.9428571428571428,0.0071428571428571565,0.5398230088495575,0.5803571428571429,0.5714285714285714,0.49107142857142855,0.5446428571428571,0.5454646017699115,0.031249759261380523,27,0.5513392857142857,0.5389755011135857,0.5456570155902004,0.5590200445434298,0.5478841870824054,0.5485752068087815,0.006601249354232958,0.1812887311364024,0.21410373063141291,0.21597969886241555,-0.03688555567816587,0.15000750056254689,0.14489882110292235,0.09406135708744712,27,0.16163949859273083,0.14335541053883652,0.1492208600677703,0.18258310229230038,0.16082929828623052,0.1595256339555737,0.013457186189663527
0.06008701324462891,0.00402964039947933,0.016596126556396484,0.0009682213124013912,0.1,1,linear,"{'C': 0.1, 'gamma': 1, 'kernel': 'linear'}",0.7719298245614035,0.7142857142857143,0.7678571428571429,0.8214285714285714,0.7678571428571429,0.768671679197995,0.033920687809591114,24,0.7767857142857143,0.8,0.8088888888888889,0.7911111111111111,0.8,0.7953571428571428,0.010854926442289848,0.875,0.75,0.8571428571428571,0.7857142857142857,0.8214285714285714,0.8178571428571428,0.04573660169594891,21,0.8348214285714286,0.84375,0.8482142857142857,0.84375,0.8526785714285714,0.8446428571428571,0.0059225442684917645,0.8230088495575221,0.7321428571428571,0.8125,0.8035714285714286,0.7946428571428571,0.7931731984829329,0.03193329604522807,16,0.8058035714285714,0.821826280623608,0.8285077951002228,0.8173719376391982,0.8262806236080178,0.8199580416799236,0.00804488166155289,0.6499915067122085,0.4645820984297111,0.6275062254689192,0.6075304364080838,0.5901331336623241,0.5879486801362493,0.06484079305519615,16,0.6126397425538259,0.6443255477233664,0.65757303749811,0.6356941134640611,0.6535349521017687,0.6407534786682264,0.01596873591915288
0.08216910362243653,0.005160308499707848,0.03857421875,0.0014894375743894092,0.1,1,rbf,"{'C': 0.1, 'gamma': 1, 'kernel': 'rbf'}",0.7192982456140351,0.75,0.8571428571428571,0.9107142857142857,0.75,0.7974310776942356,0.07348841478162499,22,0.7723214285714286,0.8133333333333334,0.9066666666666666,0.8977777777777778,0.8222222222222222,0.8424642857142857,0.05169120244957347,0.8214285714285714,0.6607142857142857,0.6607142857142857,0.5892857142857143,0.6964285714285714,0.6857142857142857,0.07626484465736649,25,0.8348214285714286,0.8125,0.6741071428571429,0.6517857142857143,0.8303571428571429,0.7607142857142858,0.08048600778383527,0.7699115044247787,0.7053571428571429,0.7589285714285714,0.75,0.7232142857142857,0.7414823008849558,0.023765060861754266,19,0.8035714285714286,0.8129175946547884,0.7906458797327395,0.7750556792873051,0.8262806236080178,0.8016942411708559,0.017695519020359783,0.5432858792180494,0.41236123387957546,0.5281464192178813,0.5280200004832999,0.447070555804791,0.49177681772071946,0.05214400145267958,19,0.6083321684827167,0.6258333333333334,0.5973353041550707,0.5671667659412928,0.6525923134680105,0.6102519770760848,0.028503839290558598
0.0910871982574463,0.0039292213068891435,0.023583698272705077,0.0010209307986611762,0.1,1,sigmoid,"{'C': 0.1, 'gamma': 1, 'kernel': 'sigmoid'}",0.0,1.0,1.0,1.0,1.0,0.8,0.4000000000000001,19,0.008928571428571428,1.0,1.0,1.0,1.0,0.8017857142857142,0.39642857142857146,1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,30,1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.49557522123893805,0.5,0.5,0.5,0.5,0.4991150442477876,0.0017699115044247816,34,0.5044642857142857,0.5011135857461024,0.5011135857461024,0.5011135857461024,0.5011135857461024,0.5017837257397391,0.0013402799872733074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0.06696495301824251,0.0,0.0,0.0,0.0,0.013392990603648503,0.026785981207297006
0.058078765869140625,0.002903547127534661,0.015834856033325195,0.0007612067365221589,0.1,10,linear,"{'C': 0.1, 'gamma': 10, 'kernel': 'linear'}",0.7719298245614035,0.7142857142857143,0.7678571428571429,0.8214285714285714,0.7678571428571429,0.768671679197995,0.033920687809591114,24,0.7767857142857143,0.8,0.8088888888888889,0.7911111111111111,0.8,0.7953571428571428,0.010854926442289848,0.875,0.75,0.8571428571428571,0.7857142857142857,0.8214285714285714,0.8178571428571428,0.04573660169594891,21,0.8348214285714286,0.84375,0.8482142857142857,0.84375,0.8526785714285714,0.8446428571428571,0.0059225442684917645,0.8230088495575221,0.7321428571428571,0.8125,0.8035714285714286,0.7946428571428571,0.7931731984829329,0.03193329604522807,16,0.8058035714285714,0.821826280623608,0.8285077951002228,0.8173719376391982,0.8262806236080178,0.8199580416799236,0.00804488166155289,0.6499915067122085,0.4645820984297111,0.6275062254689192,0.6075304364080838,0.5901331336623241,0.5879486801362493,0.06484079305519615,16,0.6126397425538259,0.6443255477233664,0.65757303749811,0.6356941134640611,0.6535349521017687,0.6407534786682264,0.01596873591915288
0.0882784366607666,0.004211583556756349,0.040802955627441406,0.0031599041511421264,0.1,10,rbf,"{'C': 0.1, 'gamma': 10, 'kernel': 'rbf'}",0.0,1.0,1.0,1.0,1.0,0.8,0.4000000000000001,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,30,1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.49557522123893805,0.5,0.5,0.5,0.5,0.4991150442477876,0.0017699115044247816,34,1.0,0.5011135857461024,0.5011135857461024,0.5011135857461024,0.5011135857461024,0.6008908685968819,0.199554565701559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001
0.07791972160339355,0.0020437609128081406,0.02076578140258789,0.0008770981365789271,0.1,10,sigmoid,"{'C': 0.1, 'gamma': 10, 'kernel': 'sigmoid'}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0035714285714285713,0.007142857142857143,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5132743362831859,0.5,0.5,0.5,0.5,0.5026548672566371,0.005309734513274344,30,0.5,0.5011135857461024,0.5011135857461024,0.5011135857461024,0.5011135857461024,0.5008908685968819,0.00044543429844097205,0.09533105582170813,0.0,0.0,0.0,0.0,0.019066211164341627,0.03813242232868325,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04682836532592773,0.0015760543962535958,0.01248016357421875,0.00045353878446047793,1,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.8596491228070176,0.8214285714285714,0.8392857142857143,0.875,0.8035714285714286,0.8397869674185463,0.02562541742986166,13,0.8928571428571429,0.9022222222222223,0.8977777777777778,0.8933333333333333,0.9155555555555556,0.9003492063492065,0.008327148120310237,0.9464285714285714,0.875,0.9107142857142857,0.8928571428571429,0.9285714285714286,0.9107142857142858,0.025253813613805257,6,0.96875,0.9642857142857143,0.96875,0.96875,0.9642857142857143,0.9669642857142857,0.0021870444131992586,0.9026548672566371,0.8482142857142857,0.875,0.8839285714285714,0.8660714285714286,0.8751738305941845,0.018119348017580375,1,0.9308035714285714,0.933184855233853,0.933184855233853,0.9309576837416481,0.9398663697104677,0.9335994670696787,0.003298906674829236,0.8086149296390158,0.697430067055474,0.7519206177414045,0.7679795983467751,0.7379306377799199,0.7527751701125178,0.03642368519035693,1,0.8640992237461865,0.8680767147820038,0.868598336949096,0.8644190482948068,0.8808029886128222,0.869199262476983,0.00608487514639752
