mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_n_neighbors,param_weights,params,split0_test_Sensitivity,split1_test_Sensitivity,split2_test_Sensitivity,split3_test_Sensitivity,split4_test_Sensitivity,mean_test_Sensitivity,std_test_Sensitivity,rank_test_Sensitivity,split0_train_Sensitivity,split1_train_Sensitivity,split2_train_Sensitivity,split3_train_Sensitivity,split4_train_Sensitivity,mean_train_Sensitivity,std_train_Sensitivity,split0_test_Specificity,split1_test_Specificity,split2_test_Specificity,split3_test_Specificity,split4_test_Specificity,mean_test_Specificity,std_test_Specificity,rank_test_Specificity,split0_train_Specificity,split1_train_Specificity,split2_train_Specificity,split3_train_Specificity,split4_train_Specificity,mean_train_Specificity,std_train_Specificity,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_train_Accuracy,split1_train_Accuracy,split2_train_Accuracy,split3_train_Accuracy,split4_train_Accuracy,mean_train_Accuracy,std_train_Accuracy,split0_test_MCC,split1_test_MCC,split2_test_MCC,split3_test_MCC,split4_test_MCC,mean_test_MCC,std_test_MCC,rank_test_MCC,split0_train_MCC,split1_train_MCC,split2_train_MCC,split3_train_MCC,split4_train_MCC,mean_train_MCC,std_train_MCC
0.015792226791381835,0.0010576562644610387,0.089056396484375,0.002108599866640921,ball_tree,3,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 3, 'weights': 'uniform'}",0.8596491228070176,0.7857142857142857,0.9107142857142857,0.9107142857142857,0.8035714285714286,0.8540726817042605,0.052289360629745874,13,0.9375,0.9333333333333333,0.92,0.9377777777777778,0.9333333333333333,0.9323888888888889,0.006487404700886659,0.8035714285714286,0.8035714285714286,0.875,0.75,0.8571428571428571,0.8178571428571428,0.044320263021395905,1,0.90625,0.9107142857142857,0.8839285714285714,0.9107142857142857,0.90625,0.9035714285714285,0.010022296571715923,0.831858407079646,0.7946428571428571,0.8928571428571429,0.8303571428571429,0.8303571428571429,0.8360145385587863,0.031698527939708926,10,0.921875,0.9220489977728286,0.9020044543429844,0.9242761692650334,0.9198218262806236,0.9180052895322939,0.008123751603469958,0.6644707326036611,0.5893796917545019,0.7862158588810496,0.6694160437330445,0.6616644225910907,0.6742293499126695,0.0632719821204331,10,0.8441622892989752,0.844298935896734,0.8045034221072656,0.8488458229668842,0.8399333785156605,0.8363487697571038,0.016170393656915034
0.02036423683166504,0.004795470415324414,0.08908796310424805,0.003183793471346501,ball_tree,3,distance,"{'algorithm': 'ball_tree', 'n_neighbors': 3, 'weights': 'distance'}",0.8771929824561403,0.7857142857142857,0.9285714285714286,0.9107142857142857,0.8035714285714286,0.8611528822055139,0.057035924768663294,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8035714285714286,0.7857142857142857,0.875,0.75,0.8571428571428571,0.8142857142857143,0.04601463830973258,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8407079646017699,0.7857142857142857,0.9017857142857143,0.8303571428571429,0.8303571428571429,0.8377844500632111,0.03721919010222162,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.682907206414917,0.5714285714285714,0.8047270004486238,0.6694160437330445,0.6616644225910907,0.6780286489232495,0.07454101420819367,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.022427988052368165,0.005823281405330007,0.09646568298339844,0.0014522644863831894,ball_tree,5,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 5, 'weights': 'uniform'}",0.8771929824561403,0.7678571428571429,0.9464285714285714,0.875,0.8571428571428571,0.8647243107769423,0.0572317576719259,4,0.8928571428571429,0.8933333333333333,0.8933333333333333,0.8755555555555555,0.9066666666666666,0.8923492063492062,0.009891525547245044,0.8392857142857143,0.7678571428571429,0.8571428571428571,0.75,0.8571428571428571,0.8142857142857143,0.04601463830973256,4,0.8883928571428571,0.8794642857142857,0.8705357142857143,0.8883928571428571,0.8928571428571429,0.8839285714285715,0.007985957062499245,0.8584070796460177,0.7678571428571429,0.9017857142857143,0.8125,0.8571428571428571,0.8395385587863464,0.045628828209099484,4,0.890625,0.8864142538975501,0.8819599109131403,0.8819599109131403,0.8997772828507795,0.888147271714922,0.006647804368556931,0.7171530297821689,0.5357142857142857,0.806793718460039,0.629940788348712,0.7142857142857143,0.680777507318184,0.09160106363677015,4,0.7812577852128293,0.7728896351959534,0.7640964911398298,0.7639938898787191,0.7996190079297579,0.776371361871418,0.013268962773142635
0.023237991333007812,0.007802467730541211,0.09885377883911133,0.011677306948486623,ball_tree,5,distance,"{'algorithm': 'ball_tree', 'n_neighbors': 5, 'weights': 'distance'}",0.8947368421052632,0.7857142857142857,0.9464285714285714,0.8928571428571429,0.8571428571428571,0.8753759398496241,0.053104747389123255,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8392857142857143,0.75,0.875,0.75,0.8571428571428571,0.8142857142857143,0.05369034420847466,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8672566371681416,0.7678571428571429,0.9107142857142857,0.8214285714285714,0.8571428571428571,0.8448798988621997,0.04789099029297604,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.735406200515058,0.5360562674188974,0.8235321051453478,0.649519052838329,0.7142857142857143,0.6917598680406694,0.09571231506408608,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.020472002029418946,0.000696294403187355,0.0989138126373291,0.002116475261870755,ball_tree,7,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 7, 'weights': 'uniform'}",0.8070175438596491,0.7678571428571429,0.9464285714285714,0.8571428571428571,0.8214285714285714,0.8399749373433585,0.06042887957861154,16,0.8571428571428571,0.8888888888888888,0.8844444444444445,0.8711111111111111,0.8977777777777778,0.8798730158730159,0.014256195251490751,0.7857142857142857,0.7678571428571429,0.8035714285714286,0.7678571428571429,0.8571428571428571,0.7964285714285715,0.03312006605534177,13,0.8660714285714286,0.8705357142857143,0.8348214285714286,0.8705357142857143,0.8705357142857143,0.8625,0.013946874421261878,0.7964601769911505,0.7678571428571429,0.875,0.8125,0.8392857142857143,0.8182206068268016,0.03663429648156067,16,0.8616071428571429,0.8797327394209354,0.8596881959910914,0.8708240534521158,0.8841870824053452,0.8712078428253263,0.009655646217513579,0.5929176098103018,0.5357142857142857,0.7577722283113838,0.6275062254689192,0.6790046053972701,0.6385829909404321,0.07567030263232874,16,0.7232431145379957,0.7595753275192797,0.720209623001709,0.7416468253968254,0.7686338229058708,0.7426617426723362,0.019198068431131348
0.020183515548706055,0.00040407939869546125,0.10027203559875489,0.0034888199347153704,ball_tree,7,distance,"{'algorithm': 'ball_tree', 'n_neighbors': 7, 'weights': 'distance'}",0.8596491228070176,0.7857142857142857,0.9464285714285714,0.875,0.8214285714285714,0.8576441102756892,0.054172672891416855,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7857142857142857,0.75,0.8035714285714286,0.7678571428571429,0.8571428571428571,0.7928571428571429,0.036770107646382125,16,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8230088495575221,0.7678571428571429,0.875,0.8214285714285714,0.8392857142857143,0.8253160556257901,0.03459944531761879,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.647394774604109,0.5360562674188974,0.7577722283113838,0.6465790872963896,0.6790046053972701,0.65336139260561,0.07127592800631932,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.020736837387084962,0.0005192208545786684,0.10301451683044434,0.0061762586509170716,ball_tree,9,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 9, 'weights': 'uniform'}",0.7719298245614035,0.75,0.9464285714285714,0.8214285714285714,0.8214285714285714,0.8222431077694236,0.0680791442521036,22,0.8214285714285714,0.8888888888888888,0.8844444444444445,0.8711111111111111,0.8844444444444445,0.870063492063492,0.025037859969390626,0.8035714285714286,0.7678571428571429,0.7857142857142857,0.7321428571428571,0.875,0.7928571428571429,0.047380354147934296,16,0.84375,0.8482142857142857,0.8080357142857143,0.8258928571428571,0.8526785714285714,0.8357142857142857,0.01656003302767089,0.7876106194690266,0.7589285714285714,0.8660714285714286,0.7767857142857143,0.8482142857142857,0.8075221238938053,0.04191992685371266,22,0.8325892857142857,0.8685968819599109,0.8463251670378619,0.8485523385300668,0.8685968819599109,0.8529321110404073,0.013909958694872188,0.5756816327809325,0.5179397291175926,0.7417853457582385,0.5557912282724713,0.697430067055474,0.6177256005969418,0.0863763905181944,22,0.6653443447170182,0.73776218517254,0.6945919517209811,0.697765834994133,0.7375328702365571,0.7065994373682459,0.027756761453263737
0.021768665313720702,0.0041123229943178154,0.09798226356506348,0.0038043193425156413,ball_tree,9,distance,"{'algorithm': 'ball_tree', 'n_neighbors': 9, 'weights': 'distance'}",0.8245614035087719,0.7678571428571429,0.9464285714285714,0.8392857142857143,0.8214285714285714,0.8399122807017545,0.058507012578953396,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8035714285714286,0.7678571428571429,0.7857142857142857,0.7321428571428571,0.875,0.7928571428571429,0.047380354147934296,16,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8141592920353983,0.7678571428571429,0.8660714285714286,0.7857142857142857,0.8482142857142857,0.8164032869785082,0.03683053719623039,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6283297080706423,0.5357142857142857,0.7417853457582385,0.5747369664856796,0.697430067055474,0.635599274616864,0.07593761486236038,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.02764105796813965,0.000638400015903954,0.11407914161682128,0.005012017894130461,kd_tree,3,uniform,"{'algorithm': 'kd_tree', 'n_neighbors': 3, 'weights': 'uniform'}",0.8596491228070176,0.7857142857142857,0.9107142857142857,0.9107142857142857,0.8035714285714286,0.8540726817042605,0.052289360629745874,13,0.9375,0.9333333333333333,0.92,0.9377777777777778,0.9333333333333333,0.9323888888888889,0.006487404700886659,0.8035714285714286,0.8035714285714286,0.875,0.75,0.8571428571428571,0.8178571428571428,0.044320263021395905,1,0.90625,0.9107142857142857,0.8839285714285714,0.9107142857142857,0.90625,0.9035714285714285,0.010022296571715923,0.831858407079646,0.7946428571428571,0.8928571428571429,0.8303571428571429,0.8303571428571429,0.8360145385587863,0.031698527939708926,10,0.921875,0.9220489977728286,0.9020044543429844,0.9242761692650334,0.9198218262806236,0.9180052895322939,0.008123751603469958,0.6644707326036611,0.5893796917545019,0.7862158588810496,0.6694160437330445,0.6616644225910907,0.6742293499126695,0.0632719821204331,10,0.8441622892989752,0.844298935896734,0.8045034221072656,0.8488458229668842,0.8399333785156605,0.8363487697571038,0.016170393656915034
0.027577924728393554,0.0017119745003941875,0.11631884574890136,0.008214303594678563,kd_tree,3,distance,"{'algorithm': 'kd_tree', 'n_neighbors': 3, 'weights': 'distance'}",0.8771929824561403,0.7857142857142857,0.9285714285714286,0.9107142857142857,0.8035714285714286,0.8611528822055139,0.057035924768663294,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8035714285714286,0.7857142857142857,0.875,0.75,0.8571428571428571,0.8142857142857143,0.04601463830973258,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8407079646017699,0.7857142857142857,0.9017857142857143,0.8303571428571429,0.8303571428571429,0.8377844500632111,0.03721919010222162,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.682907206414917,0.5714285714285714,0.8047270004486238,0.6694160437330445,0.6616644225910907,0.6780286489232495,0.07454101420819367,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0
