mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_n_neighbors,param_weights,params,split0_test_Sensitivity,split1_test_Sensitivity,split2_test_Sensitivity,split3_test_Sensitivity,split4_test_Sensitivity,mean_test_Sensitivity,std_test_Sensitivity,rank_test_Sensitivity,split0_train_Sensitivity,split1_train_Sensitivity,split2_train_Sensitivity,split3_train_Sensitivity,split4_train_Sensitivity,mean_train_Sensitivity,std_train_Sensitivity,split0_test_Specificity,split1_test_Specificity,split2_test_Specificity,split3_test_Specificity,split4_test_Specificity,mean_test_Specificity,std_test_Specificity,rank_test_Specificity,split0_train_Specificity,split1_train_Specificity,split2_train_Specificity,split3_train_Specificity,split4_train_Specificity,mean_train_Specificity,std_train_Specificity,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_train_Accuracy,split1_train_Accuracy,split2_train_Accuracy,split3_train_Accuracy,split4_train_Accuracy,mean_train_Accuracy,std_train_Accuracy,split0_test_MCC,split1_test_MCC,split2_test_MCC,split3_test_MCC,split4_test_MCC,mean_test_MCC,std_test_MCC,rank_test_MCC,split0_train_MCC,split1_train_MCC,split2_train_MCC,split3_train_MCC,split4_train_MCC,mean_train_MCC,std_train_MCC
0.10725054740905762,0.0007208957606540264,0.37423157691955566,0.0014300970271875237,kd_tree,5,uniform,"{'algorithm': 'kd_tree', 'n_neighbors': 5, 'weights': 'uniform'}",0.9795918367346939,0.9583333333333334,0.9583333333333334,0.9791666666666666,0.8958333333333334,0.954251700680272,0.030688444467163047,13,0.984375,0.9689119170984456,0.9689119170984456,0.9792746113989638,0.9844559585492227,0.9771858808290155,0.0070116647315153265,0.4107142857142857,0.4642857142857143,0.375,0.4107142857142857,0.25,0.3821428571428571,0.07196229171289245,7,0.5803571428571429,0.5758928571428571,0.6116071428571429,0.5223214285714286,0.5580357142857143,0.5696428571428571,0.029287891905101303,0.6761904761904762,0.6923076923076923,0.6442307692307693,0.6730769230769231,0.5480769230769231,0.6467765567765568,0.05172633942634404,7,0.7668269230769231,0.7577937649880095,0.7769784172661871,0.7338129496402878,0.7553956834532374,0.758161547684929,0.014351326122153769,0.4637130167514838,0.4749828044450019,0.4003934368546229,0.4613133640393153,0.18814174662064084,0.3977088737422129,0.1079804853625835,7,0.6036679132929142,0.5805667106217414,0.6097837501369864,0.5510845330566005,0.5864646421269757,0.5863135098470437,0.02062113889305461
0.10879206657409668,0.0019128476742186749,0.37686710357666015,0.0035213321204918308,kd_tree,5,distance,"{'algorithm': 'kd_tree', 'n_neighbors': 5, 'weights': 'distance'}",0.9795918367346939,0.9583333333333334,0.9583333333333334,0.9791666666666666,0.8958333333333334,0.954251700680272,0.030688444467163047,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4107142857142857,0.4642857142857143,0.375,0.4107142857142857,0.25,0.3821428571428571,0.07196229171289245,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6761904761904762,0.6923076923076923,0.6442307692307693,0.6730769230769231,0.5480769230769231,0.6467765567765568,0.05172633942634404,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4637130167514838,0.4749828044450019,0.4003934368546229,0.4613133640393153,0.18814174662064084,0.3977088737422129,0.1079804853625835,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.10595870018005371,0.0021871830856816077,0.3956155776977539,0.023475367061125074,kd_tree,7,uniform,"{'algorithm': 'kd_tree', 'n_neighbors': 7, 'weights': 'uniform'}",0.9591836734693877,0.9583333333333334,0.9791666666666666,0.9791666666666666,0.9375,0.9626700680272109,0.015548440903543416,7,0.9791666666666666,0.9740932642487047,0.9844559585492227,0.9792746113989638,0.9844559585492227,0.9802892918825561,0.0038833708172361357,0.39285714285714285,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.17857142857142858,0.34285714285714286,0.08630747123996123,13,0.45535714285714285,0.47767857142857145,0.5357142857142857,0.40625,0.42857142857142855,0.4607142857142857,0.04458925353279919,0.6571428571428571,0.6730769230769231,0.6442307692307693,0.6442307692307693,0.5288461538461539,0.6295054945054945,0.05143590865289932,13,0.6971153846153846,0.7074340527577938,0.7434052757793765,0.6714628297362111,0.6858513189448441,0.7010537723667222,0.02431710177248607,0.41825095628565206,0.44543540318737396,0.4176429019276934,0.4176429019276934,0.1749635530559413,0.37478714327687074,0.10048181823345094,13,0.49711220085899865,0.5082330287888611,0.5687507050046416,0.4583160151410457,0.4840055663268592,0.5032835032240813,0.03672125030737792
0.13098711967468263,0.04636691032041604,0.42255544662475586,0.06911687702708474,kd_tree,7,distance,"{'algorithm': 'kd_tree', 'n_neighbors': 7, 'weights': 'distance'}",0.9591836734693877,0.9583333333333334,0.9791666666666666,0.9791666666666666,0.9375,0.9626700680272109,0.015548440903543416,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.39285714285714285,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.17857142857142858,0.34285714285714286,0.08630747123996123,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6571428571428571,0.6730769230769231,0.6442307692307693,0.6442307692307693,0.5288461538461539,0.6295054945054945,0.05143590865289932,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.41825095628565206,0.44543540318737396,0.4176429019276934,0.4176429019276934,0.1749635530559413,0.37478714327687074,0.10048181823345094,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.11038756370544434,0.0038885747515276427,0.37714238166809083,0.003875268567315697,kd_tree,9,uniform,"{'algorithm': 'kd_tree', 'n_neighbors': 9, 'weights': 'uniform'}",0.9795918367346939,1.0,0.9791666666666666,0.9791666666666666,0.9375,0.9750850340136055,0.02043047250017951,1,0.9739583333333334,0.9792746113989638,0.9689119170984456,0.9844559585492227,0.9740932642487047,0.9761388169257341,0.0052948074059100325,0.26785714285714285,0.42857142857142855,0.3392857142857143,0.26785714285714285,0.14285714285714285,0.28928571428571426,0.09408528480228207,19,0.3794642857142857,0.41517857142857145,0.4419642857142857,0.32589285714285715,0.35714285714285715,0.38392857142857145,0.04111023011864763,0.6,0.6923076923076923,0.6346153846153846,0.5961538461538461,0.5096153846153846,0.6065384615384615,0.059479995145302486,19,0.6538461538461539,0.6762589928057554,0.6858513189448441,0.6306954436450839,0.6426858513189448,0.6578675521121564,0.020524694679664116,0.34349682417498206,0.50709255283711,0.40281394004525783,0.34131244176038017,0.13025706915050045,0.34499456559364605,0.12308276172909718,19,0.4278966729209164,0.46551885082717076,0.47199968151008437,0.4008378928768787,0.4099792244795589,0.43524646452292187,0.028787563252841826
0.11610407829284668,0.007820102980034108,0.39386663436889646,0.021697953511848295,kd_tree,9,distance,"{'algorithm': 'kd_tree', 'n_neighbors': 9, 'weights': 'distance'}",0.9795918367346939,1.0,0.9791666666666666,0.9791666666666666,0.9375,0.9750850340136055,0.02043047250017951,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.26785714285714285,0.42857142857142855,0.3392857142857143,0.26785714285714285,0.14285714285714285,0.28928571428571426,0.09408528480228207,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6,0.6923076923076923,0.6346153846153846,0.5961538461538461,0.5096153846153846,0.6065384615384615,0.059479995145302486,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.34349682417498206,0.50709255283711,0.40281394004525783,0.34131244176038017,0.13025706915050045,0.34499456559364605,0.12308276172909718,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.00709376335144043,0.0002913480733687954,0.02324981689453125,0.0027626396145004344,brute,3,uniform,"{'algorithm': 'brute', 'n_neighbors': 3, 'weights': 'uniform'}",0.9795918367346939,0.9583333333333334,0.9375,0.9791666666666666,0.8958333333333334,0.9500850340136054,0.031260381680594015,19,0.9791666666666666,0.9637305699481865,0.9792746113989638,0.9689119170984456,0.9689119170984456,0.9719991364421416,0.006192528785301925,0.42857142857142855,0.5,0.44642857142857145,0.48214285714285715,0.375,0.44642857142857145,0.043740888263985325,1,0.7098214285714286,0.7366071428571429,0.7589285714285714,0.7142857142857143,0.7098214285714286,0.7258928571428573,0.01927413673653829,0.6857142857142857,0.7115384615384616,0.6730769230769231,0.7115384615384616,0.6153846153846154,0.6794505494505494,0.03533714650957541,1,0.8341346153846154,0.841726618705036,0.8609112709832134,0.8321342925659473,0.829736211031175,0.8397286017339974,0.011327061713552132,0.4780914437337575,0.5043355572972763,0.4314984631929947,0.5184671456970091,0.31180478223116176,0.44883947843043986,0.07464947831643362,1,0.7036104463254907,0.709353819513138,0.7464501610805004,0.6959180660140781,0.6920852722735187,0.7094835530413451,0.019430712468500817
0.01103668212890625,0.004976862991274717,0.027934741973876954,0.007607976364934544,brute,3,distance,"{'algorithm': 'brute', 'n_neighbors': 3, 'weights': 'distance'}",0.9795918367346939,0.9583333333333334,0.9375,0.9791666666666666,0.8958333333333334,0.9500850340136054,0.031260381680594015,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.42857142857142855,0.5,0.44642857142857145,0.48214285714285715,0.375,0.44642857142857145,0.043740888263985325,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6857142857142857,0.7115384615384616,0.6730769230769231,0.7115384615384616,0.6153846153846154,0.6794505494505494,0.03533714650957541,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4780914437337575,0.5043355572972763,0.4314984631929947,0.5184671456970091,0.31180478223116176,0.44883947843043986,0.07464947831643362,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.013460493087768555,0.003493227241750254,0.0392554759979248,0.011273384207790145,brute,5,uniform,"{'algorithm': 'brute', 'n_neighbors': 5, 'weights': 'uniform'}",0.9795918367346939,0.9583333333333334,0.9583333333333334,0.9791666666666666,0.8958333333333334,0.954251700680272,0.030688444467163047,13,0.984375,0.9689119170984456,0.9689119170984456,0.9792746113989638,0.9844559585492227,0.9771858808290155,0.0070116647315153265,0.4107142857142857,0.4642857142857143,0.375,0.4107142857142857,0.25,0.3821428571428571,0.07196229171289245,7,0.5803571428571429,0.5758928571428571,0.6116071428571429,0.5223214285714286,0.5580357142857143,0.5696428571428571,0.029287891905101303,0.6761904761904762,0.6923076923076923,0.6442307692307693,0.6730769230769231,0.5480769230769231,0.6467765567765568,0.05172633942634404,7,0.7668269230769231,0.7577937649880095,0.7769784172661871,0.7338129496402878,0.7553956834532374,0.758161547684929,0.014351326122153769,0.4637130167514838,0.4749828044450019,0.4003934368546229,0.4613133640393153,0.18814174662064084,0.3977088737422129,0.1079804853625835,7,0.6036679132929142,0.5805667106217414,0.6097837501369864,0.5510845330566005,0.5864646421269757,0.5863135098470437,0.02062113889305461
0.009009122848510742,0.003548872820814072,0.027969169616699218,0.005106299796482576,brute,5,distance,"{'algorithm': 'brute', 'n_neighbors': 5, 'weights': 'distance'}",0.9795918367346939,0.9583333333333334,0.9583333333333334,0.9791666666666666,0.8958333333333334,0.954251700680272,0.030688444467163047,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4107142857142857,0.4642857142857143,0.375,0.4107142857142857,0.25,0.3821428571428571,0.07196229171289245,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6761904761904762,0.6923076923076923,0.6442307692307693,0.6730769230769231,0.5480769230769231,0.6467765567765568,0.05172633942634404,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4637130167514838,0.4749828044450019,0.4003934368546229,0.4613133640393153,0.18814174662064084,0.3977088737422129,0.1079804853625835,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.008232307434082032,0.0021000059672529217,0.030117511749267578,0.001284973559770552,brute,7,uniform,"{'algorithm': 'brute', 'n_neighbors': 7, 'weights': 'uniform'}",0.9591836734693877,0.9583333333333334,0.9791666666666666,0.9791666666666666,0.9375,0.9626700680272109,0.015548440903543416,7,0.9791666666666666,0.9740932642487047,0.9844559585492227,0.9792746113989638,0.9844559585492227,0.9802892918825561,0.0038833708172361357,0.39285714285714285,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.17857142857142858,0.34285714285714286,0.08630747123996123,13,0.45535714285714285,0.47767857142857145,0.5357142857142857,0.40625,0.42857142857142855,0.4607142857142857,0.04458925353279919,0.6571428571428571,0.6730769230769231,0.6442307692307693,0.6442307692307693,0.5288461538461539,0.6295054945054945,0.05143590865289932,13,0.6971153846153846,0.7074340527577938,0.7434052757793765,0.6714628297362111,0.6858513189448441,0.7010537723667222,0.02431710177248607,0.41825095628565206,0.44543540318737396,0.4176429019276934,0.4176429019276934,0.1749635530559413,0.37478714327687074,0.10048181823345094,13,0.49711220085899865,0.5082330287888611,0.5687507050046416,0.4583160151410457,0.4840055663268592,0.5032835032240813,0.03672125030737792
0.011641120910644532,0.003984394118728301,0.032500696182250974,0.007064108970881414,brute,7,distance,"{'algorithm': 'brute', 'n_neighbors': 7, 'weights': 'distance'}",0.9591836734693877,0.9583333333333334,0.9791666666666666,0.9791666666666666,0.9375,0.9626700680272109,0.015548440903543416,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.39285714285714285,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.17857142857142858,0.34285714285714286,0.08630747123996123,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6571428571428571,0.6730769230769231,0.6442307692307693,0.6442307692307693,0.5288461538461539,0.6295054945054945,0.05143590865289932,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.41825095628565206,0.44543540318737396,0.4176429019276934,0.4176429019276934,0.1749635530559413,0.37478714327687074,0.10048181823345094,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.010782718658447266,0.004521072333546542,0.03479228019714355,0.007678645054942972,brute,9,uniform,"{'algorithm': 'brute', 'n_neighbors': 9, 'weights': 'uniform'}",0.9795918367346939,1.0,0.9791666666666666,0.9791666666666666,0.9375,0.9750850340136055,0.02043047250017951,1,0.9739583333333334,0.9792746113989638,0.9689119170984456,0.9844559585492227,0.9740932642487047,0.9761388169257341,0.0052948074059100325,0.26785714285714285,0.42857142857142855,0.3392857142857143,0.26785714285714285,0.14285714285714285,0.28928571428571426,0.09408528480228207,19,0.3794642857142857,0.41517857142857145,0.4419642857142857,0.32589285714285715,0.35714285714285715,0.38392857142857145,0.04111023011864763,0.6,0.6923076923076923,0.6346153846153846,0.5961538461538461,0.5096153846153846,0.6065384615384615,0.059479995145302486,19,0.6538461538461539,0.6762589928057554,0.6858513189448441,0.6306954436450839,0.6426858513189448,0.6578675521121564,0.020524694679664116,0.34349682417498206,0.50709255283711,0.40281394004525783,0.34131244176038017,0.13025706915050045,0.34499456559364605,0.12308276172909718,19,0.4278966729209164,0.46551885082717076,0.47199968151008437,0.4008378928768787,0.4099792244795589,0.43524646452292187,0.028787563252841826
0.013995742797851563,0.003237001237904092,0.03685126304626465,0.006879363723922375,brute,9,distance,"{'algorithm': 'brute', 'n_neighbors': 9, 'weights': 'distance'}",0.9795918367346939,1.0,0.9791666666666666,0.9791666666666666,0.9375,0.9750850340136055,0.02043047250017951,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.26785714285714285,0.42857142857142855,0.3392857142857143,0.26785714285714285,0.14285714285714285,0.28928571428571426,0.09408528480228207,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6,0.6923076923076923,0.6346153846153846,0.5961538461538461,0.5096153846153846,0.6065384615384615,0.059479995145302486,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.34349682417498206,0.50709255283711,0.40281394004525783,0.34131244176038017,0.13025706915050045,0.34499456559364605,0.12308276172909718,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0
